rn,Astro.0,Astro.1,Astro.2,Astro.3,Astro.4,Ext.Amy.1,Ext.Amy.2,Ext.ClauPyr,Ext.Hpc.1,Ext.Hpc.2,Ext.Hpc.3,Ext.Hpc.4,Ext.L23,Ext.L25,Ext.L5.1,Ext.L5.2,Ext.L56,Ext.L6,Ext.L6B,Ext.Pir,Ext.Thal.1,Ext.Thal.2,Ext.Unk.3,Inh.1,Inh.2,Inh.3,Inh.4,Inh.5,Inh.6,Inh.Lamp5,Inh.Meis2.1,Inh.Meis2.2,Inh.Meis2.3,Inh.Meis2.4,Inh.Pvalb,Inh.Sst,Inh.Vip,LowQ.2,Micro,Nb.1,Nb.2,Oligo.1,Oligo.2,OPC.1,OPC.2,Unk.1,res_ss
Spotx1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.32953786069227e-34
Spotx1003,0,0,0,0,0.386071351600514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293668764631982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320259883767505,0.000397215082076882
Spotx1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231494275131595,0,0,0,0.237196369190586,0,0,0,0,0,0.354197509568585,0,0,0,0,0,0.177111846109233,0,0,0,0,0,0,0,2.15383635157505e-05
Spotx1005,0,0,0,0,0.556684469295885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443315530704115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013537366499722
Spotx1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20798143461697e-07
Spotx1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271768906770218,0,0.318562700686393,0,0,0,0,0,0,0,0,0,0,0,0,0.409668392543389,0.00115575634427623
Spotx1008,0,0,0,0,0.382040732726287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617959267273713,0.000406191958157267
Spotx1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00049696303448844
Spotx1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502543904693794,0,0.497456095306206,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85074382680783e-08
Spotx1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274846084336029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725153915663971,0.000938844424583325
Spotx1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.18176551857007e-33
Spotx1013,0,0,0.255227719030481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744772280969519,0.00147463833601565
Spotx1014,0,0,0,0,0.215086832889488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784913167110512,0.00161888759242605
Spotx1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211446461090107,0,0,0,0,0,0,0.788553538909893,0.000399903012801984
Spotx1016,0,0,0,0,0,0,0,0,0,0,0,0.472081882651407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527918117348593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513900347831435
Spotx1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264943428097481,0,0.452322937010118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282733634892402,0.000655096592587212
Spotx1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0024817623734605
Spotx1019,0,0.241066234050983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182841871379512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157819076817583,0.418272817751923,8.51212546737035e-33
Spotx1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000728810723269275
Spotx1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216553040938931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783446959061069,0.000730321974795255
Spotx1022,0,0,0,0,0.324744881276883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343348911210392,0,0,0,0,0,0,0,0.331906207512725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110412347376583
Spotx1023,0,0,0,0,0,0,0,0,0,0.244819138590934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755180861409066,9.4659776818471e-34
Spotx1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000689368705250405
Spotx1025,0,0,0,0,0,0,0,0,0,0,0,0.248109477721161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751890522278839,1.12143052858581e-38
Spotx1026,0,0,0,0,0,0,0,0,0,0,0,0.397009708003491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602990291996509,0.000277481939445067
Spotx1027,0,0,0,0,0.196730268321955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231556189794316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571713541883729,0.000660736114531028
Spotx1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23362475463249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411861692049946,0,0,0,0,0.354513553317564,7.43228231892157e-33
Spotx1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177043484560416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245124206098937,0.268903036929988,0.308929272410659,8.21796345732811e-05
Spotx1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471508681232891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528491318767109,0,0,0.000508232976082374
Spotx1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189173878977499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810826121022501,0.000460668633853009
Spotx1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213180417503907,0,0,0,0,0,0,0,0,0.31766803550729,0,0,0,0.21442309382317,0,0,0,0,0,0.254728453165633,0,0,0,6.49740794760697e-05
Spotx1033,0,0,0.175477274919745,0,0.479990091495832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171088709417788,0,0,0,0,0,0,0,0,0.173443924166634,0.00108754794962834
Spotx1034,0,0,0,0,0.301940419450776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386048438387889,0.312011142161335,0,0.000164853356788624
Spotx1035,0,0,0.173370482328909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260744609076622,0,0,0,0,0,0,0,0,0,0,0.56588490859447,0.00201752859579753
Spotx1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000527547604175805
Spotx1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.16911574062282e-06
Spotx1038,0,0,0,0,0.249176584408503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251671417695383,0,0,0,0,0,0,0,0,0,0,0,0.251854416209172,0,0,0,0.247297581686942,0,0,0,0,0,0,0,0,0,0,0,0.000456190876349248
Spotx1039,0,0,0.284229502982834,0,0,0,0,0,0.405267875133732,0,0,0,0,0,0,0,0,0.310502621883433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181496488426505
Spotx1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.18483460977094e-06
Spotx1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256877157898655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367599102129175,0,0.375523739972171,0.00253970505193005
Spotx1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000565132758684124
Spotx1043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362596019093767
Spotx1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392966905907817,0,0,0,0.19286381370531,0,0.414169280386874,0,0,0,0,0,0,0,0,0,1.05133317277813e-34
Spotx1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419732322743022,0,0,0,0,0,0,0,0.580267677256979,0.000272589552396714
Spotx1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655546544607478,0,0,0,0.344453455392522,0,0,0,0,0,0,0,0,0,0,0,2.33019994625895e-33
Spotx1047,0,0,0,0,0.173470451813935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259145898805934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567383649380131,0.00975821895211017
Spotx1048,0,0,0,0,0.174623401222168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825376598777832,0.000240822167761655
Spotx1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507204514727792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492795485272208,3.30365992843031e-05
Spotx1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525292239718224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474707760281776,0.000448303351045189
Spotx1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177658727722785,0,0.360855487587373,0,0,0,0,0,0,0,0,0,0,0,0,0.461485784689842,1.73054835715729e-16
Spotx1052,0,0,0,0,0.470893884574548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529106115425452,2.43605846660645e-06
Spotx1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40935533077528,0,0,0,0,0,0,0,0.59064466922472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012621080522865
Spotx1054,0,0,0.280183619501906,0,0.403251798174537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316564582323557,0.000133457454765962
Spotx1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247109422314562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752890577685438,1.27882324103792e-05
Spotx1056,0,0,0.256562418300234,0,0.23016177405976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513275807640006,0.00476209030759877
Spotx1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322691345714467,0,0,0,0,0,0,0.677308654285533,0.00399491979532277
Spotx1058,0,0.279121357992098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165824742940561,0,0,0,0,0,0,0,0.391099332589343,0,0.163954566477997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113893482872725
Spotx1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508750689102146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491249310897854,0,0,2.11043206949341e-32
Spotx1060,0,0,0,0,0.462044652943484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537955347056516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000685290115758602
Spotx1061,0,0,0,0,0.184372355859916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210490882499461,0,0,0,0,0,0,0.605136761640623,0.00132966758328883
Spotx1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00171426557648775
Spotx1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319064164019252,0,0,0,0,0,0,0.680935835980748,0.000300578571193714
Spotx1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.75151242383966e-07
Spotx1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.46253194568454e-17
Spotx1066,0.223515004899063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776484995100937,8.26828477928107e-19
Spotx1067,0,0,0,0,0.400968494055296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277953224803832,0,0,0,0.135689978294856,0,0,0.185388302846016,0,0,0,0,0,0,0,0,6.6806223662623e-06
Spotx1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00692548363507e-33
Spotx1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016786977459212
Spotx1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345356482182381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654643517817619,1.03589790394095e-05
Spotx1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407076548972399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592923451027601,4.56496884533445e-20
Spotx1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255373214737022,0,0,0,0,0,0,0,0,0,0,0.744626785262978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410631939312188
Spotx1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05216370477956e-33
Spotx1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218392599002633,0,0,0,0,0,0,0,0.781607400997367,0.000344317602549631
Spotx1075,0,0,0,0,0,0,0,0,0.274122225364142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725877774635858,4.38198291201867e-05
Spotx1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208432452334065,0,0,0,0,0,0,0,0,0,0,0,0.791567547665935,1.80172881571398e-33
Spotx1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000910843174648654
Spotx1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00240048775881189
Spotx1079,0,0,0,0,0.282440120371857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717559879628143,0.000915785542114285
Spotx1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486994372959979,0,0,0,0.513005627040021,0,0,0,0,0,0,0,3.62209442679724e-07
Spotx1081,0,0,0,0,0.277838458460575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722161541539425,1.56153324773002e-05
Spotx1082,0,0,0,0,0,0,0,0.305964036824247,0,0,0,0.305326948573475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388709014602279,0,0.000357383023374298
Spotx1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54920658260272,0,0,0.450793417397281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452973255824831
Spotx1084,0,0,0,0,0.330846380424535,0,0,0,0,0,0,0,0,0.374930393843839,0,0,0.294223225731627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238540685101582
Spotx1085,0,0,0,0,0.47605095183736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523949048162639,8.01026659742479e-08
Spotx1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000564587754307883
Spotx1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341795754395294,0,0,0,0,0,0,0,0,0,0,0,0.658204245604706,2.93711376264957e-33
Spotx1088,0,0,0,0,0.154106463826597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14936885160161,0,0,0,0,0,0,0,0,0,0,0,0,0.696524684571793,0.000628403072039643
Spotx1089,0,0,0,0,0.42748889877881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190078195741102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382432905480088,0.000130550013842631
Spotx1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.28850166533309e-05
Spotx1091,0,0,0,0,0.224259036535985,0,0,0,0,0,0,0.136966527934617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180604923213294,0,0,0,0,0,0,0,0,0,0,0,0,0.458169512316104,0.00127822719864453
Spotx1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00430331105717025
Spotx1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310104624400609,0,0.266040386754775,0,0,0,0,0,0,0,0,0,0,0,0,0.423854988844616,0.00157013027899805
Spotx1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478940629813135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521059370186866,0,0.0025776941222084
Spotx1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281856472792141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718143527207859,2.18396206502964e-05
Spotx1096,0,0,0.377098703416877,0,0.376475231016979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246426065566145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20798458751842e-05
Spotx1097,0,0,0,0,0.651502159618034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348497840381966,0.000625182788471447
Spotx1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365397266749948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634602733250052,1.69061588646128e-34
Spotx1099,0,0,0,0,0.645198072844711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35480192715529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163169516721228
Spotx1100,0,0,0,0,0.347938393766613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652061606233387,0.00088142336508078
Spotx1101,0,0,0,0,0.478018709268322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521981290731678,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99378245018541e-08
Spotx1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000100875836468801
Spotx1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.05615410050872e-33
Spotx1104,0,0,0,0,0.163231590486684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836768409513316,0.000853333189417193
Spotx1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269135522127189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730864477872811,6.05310821377331e-05
Spotx1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000856965677174071
Spotx1107,0,0,0.201561818164419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218315506059368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202956344907495,0,0.377166330868717,0.000753691593014733
Spotx1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40928273477616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266534413381212,0,0,0,0.324182851842628,0,0,0,0,0,0,0,0.00237918949633108
Spotx1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226721269329954,0,0.773278730670046,2.92757377231459e-34
Spotx1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000395786139752581
Spotx1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196682177879844,0,0,0,0,0,0,0,0,0,0,0,0,0.803317822120156,0.000548327733183017
Spotx1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34786341515466,0,0,0.65213658484534,0.00141543113811237
Spotx1113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015184229403275
Spotx1114,0,0,0,0,0,0,0,0,0,0,0,0,0.248949899075961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751050100924039,3.06005374043944e-05
