	logits
ENSMUSG00000104677	-2.005098
ENSMUSG00000001127	-1.5766263
ENSMUSG00000097971	-2.8934093
ENSMUSG00000087475	-1.2811916
ENSMUSG00000042292	-2.6912525
ENSMUSG00000101845	-1.593755
ENSMUSG00000097391	-1.9752008
ENSMUSG00000024083	-3.7372935
ENSMUSG00000025104	-2.3174207
ENSMUSG00000038267	-1.6031199
ENSMUSG00000061136	-3.801814
ENSMUSG00000030759	-2.719021
ENSMUSG00000020124	-3.4321256
ENSMUSG00000028020	-2.4084373
ENSMUSG00000034297	-3.170848
ENSMUSG00000029202	-2.4734812
ENSMUSG00000049878	-2.764363
ENSMUSG00000036356	-0.8313449
ENSMUSG00000025607	-2.0972447
ENSMUSG00000040687	-2.5016885
ENSMUSG00000019852	-2.623251
ENSMUSG00000052139	-2.2362251
ENSMUSG00000005893	-2.2137976
ENSMUSG00000031990	-2.089886
ENSMUSG00000027500	-1.8317869
ENSMUSG00000048118	-2.3636684
ENSMUSG00000022772	-2.4710364
ENSMUSG00000021288	-3.8311822
ENSMUSG00000030259	-0.78501326
ENSMUSG00000026643	-2.0368862
ENSMUSG00000037999	-1.4253383
ENSMUSG00000022858	-2.7861843
ENSMUSG00000026116	-3.4041803
ENSMUSG00000019146	-1.3318104
ENSMUSG00000034832	-1.8513137
ENSMUSG00000037742	-2.9735198
ENSMUSG00000028826	-2.8254128
ENSMUSG00000099869	-2.7360802
ENSMUSG00000027763	-2.1569355
ENSMUSG00000006276	-2.8878686
ENSMUSG00000028184	-0.6282217
ENSMUSG00000021709	-1.7082454
ENSMUSG00000025437	-2.6225333
ENSMUSG00000030839	-1.6735336
ENSMUSG00000039901	-1.9521115
ENSMUSG00000028832	-2.7567046
ENSMUSG00000027430	-2.2222936
ENSMUSG00000027091	-3.1017265
ENSMUSG00000025269	-1.9161752
ENSMUSG00000097090	-2.8430538
ENSMUSG00000038495	-2.188674
ENSMUSG00000060212	-2.2970507
ENSMUSG00000047187	-3.2556095
ENSMUSG00000030134	-1.8830827
ENSMUSG00000101621	0.23893291
ENSMUSG00000003378	-2.1171367
ENSMUSG00000036104	-2.643087
ENSMUSG00000041889	-2.422191
ENSMUSG00000025375	-3.1358712
ENSMUSG00000019795	-2.8100755
ENSMUSG00000026502	-2.116129
ENSMUSG00000004319	-2.5339324
ENSMUSG00000027457	-2.5410538
ENSMUSG00000028960	-2.6303518
ENSMUSG00000055407	-2.711103
ENSMUSG00000048251	-0.80933666
ENSMUSG00000039967	-5.4868298
ENSMUSG00000006191	-2.5422864
ENSMUSG00000020486	-2.0726693
ENSMUSG00000036940	-3.8349757
ENSMUSG00000011831	-1.9242556
ENSMUSG00000061755	-3.0228693
ENSMUSG00000044117	-2.221247
ENSMUSG00000085715	-2.346446
ENSMUSG00000024524	-1.0464064
ENSMUSG00000002748	-2.857644
ENSMUSG00000020196	-3.4946117
ENSMUSG00000020361	-2.8485875
ENSMUSG00000028078	-1.8382945
ENSMUSG00000045983	-2.864357
ENSMUSG00000013033	-3.215443
ENSMUSG00000049690	-0.3564052
ENSMUSG00000047261	-1.4313725
ENSMUSG00000004508	-0.9964687
ENSMUSG00000036667	-2.3529446
ENSMUSG00000001424	-2.6006753
ENSMUSG00000040651	-2.2933369
ENSMUSG00000042323	-2.288857
ENSMUSG00000070003	-2.8746114
ENSMUSG00000029267	-2.4288988
ENSMUSG00000047921	-2.1527753
ENSMUSG00000034021	-1.9862559
ENSMUSG00000022285	-3.1253798
ENSMUSG00000042388	-2.2649407
ENSMUSG00000001157	-3.0970585
ENSMUSG00000038546	-2.757509
ENSMUSG00000018548	-2.1401675
ENSMUSG00000038822	-1.9151511
ENSMUSG00000041977	-2.0068276
ENSMUSG00000031633	-3.2887163
ENSMUSG00000021196	-2.3540561
ENSMUSG00000052504	-0.2664533
ENSMUSG00000074657	-3.1395984
ENSMUSG00000040794	-2.9950254
ENSMUSG00000006304	-2.3262558
ENSMUSG00000034275	-1.3645897
ENSMUSG00000027522	-3.0574725
ENSMUSG00000019923	-2.7074685
ENSMUSG00000043535	-2.1789799
ENSMUSG00000032666	-1.9337939
ENSMUSG00000026737	-1.862181
ENSMUSG00000042520	-3.3757567
ENSMUSG00000034156	-5.888137
ENSMUSG00000041702	-2.6650362
ENSMUSG00000027375	-1.2594668
ENSMUSG00000025370	0.1952861
ENSMUSG00000013523	-0.9246179
ENSMUSG00000026469	-2.1575592
ENSMUSG00000020231	-1.5467407
ENSMUSG00000037224	-1.9195286
ENSMUSG00000019775	-1.0443251
ENSMUSG00000018707	-4.3053455
ENSMUSG00000101585	-2.3545005
ENSMUSG00000038116	-2.023609
ENSMUSG00000015090	-0.055666383
ENSMUSG00000021764	-2.8464248
ENSMUSG00000021972	-2.75367
ENSMUSG00000040387	-1.52829
ENSMUSG00000022623	-2.5210319
ENSMUSG00000022476	-1.8205732
ENSMUSG00000091908	-0.6794898
ENSMUSG00000021013	-2.579648
ENSMUSG00000030695	-2.6175227
ENSMUSG00000032936	-2.2803588
ENSMUSG00000037243	-2.9690175
ENSMUSG00000032624	-2.224667
ENSMUSG00000047036	-3.0886943
ENSMUSG00000035268	-1.8297111
ENSMUSG00000025278	-2.276624
ENSMUSG00000022696	-0.89834434
ENSMUSG00000054387	-3.6311123
ENSMUSG00000044791	-3.411492
ENSMUSG00000030583	-1.673814
ENSMUSG00000005045	-2.5138154
ENSMUSG00000097039	-1.000717
ENSMUSG00000027706	-2.0833528
ENSMUSG00000026443	-1.8028117
ENSMUSG00000038141	-2.4841273
ENSMUSG00000074385	-2.0262723
ENSMUSG00000054808	-2.470171
ENSMUSG00000026565	-2.0692542
ENSMUSG00000055024	-2.592589
ENSMUSG00000091896	-3.2857559
ENSMUSG00000037965	-2.583183
ENSMUSG00000021124	-2.5987804
ENSMUSG00000020102	-1.9441341
ENSMUSG00000024006	-2.6796043
ENSMUSG00000079055	-1.3432375
ENSMUSG00000019906	-0.6352155
ENSMUSG00000031950	-4.543943
ENSMUSG00000033316	-1.3069837
ENSMUSG00000025035	-1.7820109
ENSMUSG00000033526	-2.09134
ENSMUSG00000032187	-2.6268888
ENSMUSG00000032177	-1.4336585
ENSMUSG00000025332	-2.663854
ENSMUSG00000034163	-2.5749445
ENSMUSG00000019916	-1.527836
ENSMUSG00000007850	-7.550143
ENSMUSG00000020151	-0.71534055
ENSMUSG00000032517	-1.395892
ENSMUSG00000076432	-2.702514
ENSMUSG00000026640	-1.9405304
ENSMUSG00000016559	-3.1254058
ENSMUSG00000034243	-2.896549
ENSMUSG00000056856	-2.5400496
ENSMUSG00000038576	-2.066125
ENSMUSG00000028771	-2.3698635
ENSMUSG00000020070	-2.6173904
ENSMUSG00000020982	-3.1597526
ENSMUSG00000103393	-1.3372719
ENSMUSG00000029104	-2.8357794
ENSMUSG00000020646	-1.9009044
ENSMUSG00000035597	-3.31922
ENSMUSG00000085439	-0.6644702
ENSMUSG00000030306	-1.0347567
ENSMUSG00000031642	-0.9252595
ENSMUSG00000025855	-2.461366
ENSMUSG00000035992	-2.4836068
ENSMUSG00000098145	-1.4050637
ENSMUSG00000020435	-1.782767
ENSMUSG00000041710	-0.10699532
ENSMUSG00000019970	-1.1745521
ENSMUSG00000034761	-2.7763224
ENSMUSG00000027347	-1.525938
ENSMUSG00000031007	-3.4841514
ENSMUSG00000035045	-1.3837385
ENSMUSG00000053436	-2.6432889
ENSMUSG00000020121	-0.9352866
ENSMUSG00000114504	-0.3440925
ENSMUSG00000032118	-3.1774373
ENSMUSG00000035530	-2.7542462
ENSMUSG00000020220	-2.783124
ENSMUSG00000021838	-1.0139915
ENSMUSG00000041685	-2.7134237
ENSMUSG00000037624	-0.28073955
ENSMUSG00000027652	-2.5435143
ENSMUSG00000042207	-2.054403
ENSMUSG00000086450	-1.3643073
ENSMUSG00000021557	-3.0146964
ENSMUSG00000032449	-2.6636539
ENSMUSG00000035770	-2.9286938
ENSMUSG00000021910	-5.668688
ENSMUSG00000032020	-0.5488556
ENSMUSG00000020576	-2.8054526
ENSMUSG00000086016	-1.4622322
ENSMUSG00000105255	-0.7082264
ENSMUSG00000075376	-2.9047205
ENSMUSG00000027985	0.4821457
ENSMUSG00000029223	-2.6440308
ENSMUSG00000024251	-2.312675
ENSMUSG00000029769	-2.014844
ENSMUSG00000116610	0.008589604
ENSMUSG00000096370	-3.1488366
ENSMUSG00000022064	-2.229801
ENSMUSG00000039361	-2.3712995
ENSMUSG00000026113	-2.9968865
ENSMUSG00000055670	-3.736873
ENSMUSG00000039057	-0.7450338
ENSMUSG00000039478	-2.6763213
ENSMUSG00000036353	-1.174751
ENSMUSG00000021188	-2.6394277
ENSMUSG00000017428	-2.3513436
ENSMUSG00000006673	-2.6599548
ENSMUSG00000020069	-7.086812
ENSMUSG00000029406	-2.1333764
ENSMUSG00000037610	0.5329245
ENSMUSG00000025889	-1.6059159
ENSMUSG00000020530	-3.287904
ENSMUSG00000071866	-3.4683042
ENSMUSG00000064061	-3.3607936
ENSMUSG00000039156	-1.9665748
ENSMUSG00000022228	-3.4129179
ENSMUSG00000033793	-3.2433195
ENSMUSG00000026238	-1.9717369
ENSMUSG00000056515	-1.5087084
ENSMUSG00000015305	-1.2621582
ENSMUSG00000039844	-2.6566007
ENSMUSG00000068798	-2.4668167
ENSMUSG00000021375	-1.6105324
ENSMUSG00000040760	-2.4673
ENSMUSG00000024603	-2.9349003
ENSMUSG00000023977	-3.4142785
ENSMUSG00000039968	-2.5597632
ENSMUSG00000036503	-3.1075573
ENSMUSG00000041757	-2.1248152
ENSMUSG00000022897	-2.7966356
ENSMUSG00000033720	-1.5806589
ENSMUSG00000074582	-2.1144214
ENSMUSG00000018849	-1.1334972
ENSMUSG00000033579	-1.503928
ENSMUSG00000004105	-2.2081149
ENSMUSG00000034158	-3.825582
ENSMUSG00000024431	-1.6301026
ENSMUSG00000026623	-2.3775313
ENSMUSG00000043259	-1.4897611
ENSMUSG00000114218	-0.2946363
ENSMUSG00000028274	-2.456154
ENSMUSG00000029120	-2.7751076
ENSMUSG00000040536	-0.083741546
ENSMUSG00000027894	-1.9027325
ENSMUSG00000087534	-0.8570987
ENSMUSG00000068663	-2.4909325
ENSMUSG00000041236	-2.862775
ENSMUSG00000028917	-2.3554606
ENSMUSG00000048537	-8.093962
ENSMUSG00000067336	-2.1687713
ENSMUSG00000063550	-2.3853803
ENSMUSG00000021693	-2.5649576
ENSMUSG00000024286	-2.5895157
ENSMUSG00000050315	-0.6095815
ENSMUSG00000032966	-3.7532635
ENSMUSG00000042104	-2.7237504
ENSMUSG00000004187	-7.476792
ENSMUSG00000069072	-1.0914738
ENSMUSG00000022463	-2.2230973
ENSMUSG00000031511	-2.3440018
ENSMUSG00000032064	-2.234805
ENSMUSG00000022973	-3.785525
ENSMUSG00000024245	-0.543021
ENSMUSG00000033174	-1.0167276
ENSMUSG00000019920	-1.4700735
ENSMUSG00000041794	-1.8307905
ENSMUSG00000022237	-0.869561
ENSMUSG00000047193	-1.8257186
ENSMUSG00000029190	-2.944371
ENSMUSG00000007908	-1.5835124
ENSMUSG00000040570	-2.3108103
ENSMUSG00000056004	-1.521432
ENSMUSG00000037326	-2.9536655
ENSMUSG00000029471	-1.6698954
ENSMUSG00000009207	-2.8032537
ENSMUSG00000049313	-2.069087
ENSMUSG00000026313	-2.2157454
ENSMUSG00000028456	-1.4025469
ENSMUSG00000085655	-1.9440889
ENSMUSG00000029131	-2.6981153
ENSMUSG00000027350	-1.5734116
ENSMUSG00000020516	-3.0816772
ENSMUSG00000097625	-2.1409068
ENSMUSG00000028796	-2.6089988
ENSMUSG00000032411	-2.2600667
ENSMUSG00000020900	-2.3427646
ENSMUSG00000036427	-2.4441714
ENSMUSG00000024045	-3.4830585
ENSMUSG00000029505	-4.4951925
ENSMUSG00000025817	-2.2950826
ENSMUSG00000000441	-6.0072913
ENSMUSG00000058835	-2.9753857
ENSMUSG00000029439	-3.1166961
ENSMUSG00000026663	-2.131732
ENSMUSG00000041592	-0.7050302
ENSMUSG00000020680	-3.1909459
ENSMUSG00000101930	-1.2194953
ENSMUSG00000032854	-1.6906409
ENSMUSG00000022472	-2.7583416
ENSMUSG00000075595	-2.1375515
ENSMUSG00000027679	-2.0791721
ENSMUSG00000020459	-2.3934767
ENSMUSG00000043004	-1.6432626
ENSMUSG00000031758	-1.2832485
ENSMUSG00000037653	0.34952745
ENSMUSG00000073725	-2.537851
ENSMUSG00000115337	-1.6034565
ENSMUSG00000057182	-1.8166338
ENSMUSG00000030967	-2.8285935
ENSMUSG00000013539	-1.9780042
ENSMUSG00000038718	0.18436924
ENSMUSG00000035877	-1.8627372
ENSMUSG00000020436	-2.319879
ENSMUSG00000022946	-2.8250158
ENSMUSG00000021916	-3.5587559
ENSMUSG00000038332	-1.8973415
ENSMUSG00000020703	-0.8172285
ENSMUSG00000053253	-3.089582
ENSMUSG00000074736	-1.1672447
ENSMUSG00000062519	-2.987471
ENSMUSG00000028546	-1.4040165
ENSMUSG00000059456	-1.8503504
ENSMUSG00000031627	-1.9296674
ENSMUSG00000032217	-2.9739347
ENSMUSG00000034402	-0.350549
ENSMUSG00000048410	-1.7793211
ENSMUSG00000020594	-2.8629115
ENSMUSG00000020456	-3.0746486
ENSMUSG00000030718	-1.8138207
ENSMUSG00000021552	-1.6108203
ENSMUSG00000058325	-1.0891912
ENSMUSG00000058440	-1.6973144
ENSMUSG00000112654	-1.7299094
ENSMUSG00000024163	-3.597181
ENSMUSG00000024811	-2.9909587
ENSMUSG00000004535	-2.6692796
ENSMUSG00000033671	-3.4423447
ENSMUSG00000091712	-8.810177
ENSMUSG00000031772	0.1375277
ENSMUSG00000037369	-2.1081514
ENSMUSG00000008153	-2.4247265
ENSMUSG00000020064	-2.7164607
ENSMUSG00000035798	-3.0874648
ENSMUSG00000030704	-2.5878913
ENSMUSG00000000686	-1.9362662
ENSMUSG00000038708	-3.0707433
ENSMUSG00000018395	-4.038828
ENSMUSG00000051285	-2.26568
ENSMUSG00000027893	-3.6909678
ENSMUSG00000044499	0.030586049
ENSMUSG00000041997	-2.3178608
ENSMUSG00000024294	-2.488211
ENSMUSG00000042772	-3.1034138
ENSMUSG00000039033	-2.2692504
ENSMUSG00000030660	-1.954842
ENSMUSG00000027433	-2.921313
ENSMUSG00000032047	-2.0890713
ENSMUSG00000038156	-0.3577826
ENSMUSG00000027194	-2.5858443
ENSMUSG00000028514	-2.7042396
ENSMUSG00000058975	-1.9656005
ENSMUSG00000033701	-2.397259
ENSMUSG00000089710	-1.1432596
ENSMUSG00000035284	-2.697053
ENSMUSG00000033423	-3.3011956
ENSMUSG00000019802	-2.3992147
ENSMUSG00000033705	-2.088474
ENSMUSG00000029614	-3.2761993
ENSMUSG00000040249	-3.0821338
ENSMUSG00000045776	-0.6576376
ENSMUSG00000097774	-1.0361876
ENSMUSG00000029621	-3.4641585
ENSMUSG00000026083	-3.416407
ENSMUSG00000039100	-2.879288
ENSMUSG00000032030	-2.5877442
ENSMUSG00000024908	-3.3806252
ENSMUSG00000029554	-1.5834314
ENSMUSG00000037426	-2.3044202
ENSMUSG00000028483	-3.0186381
ENSMUSG00000097393	0.78900397
ENSMUSG00000023805	-2.0140939
ENSMUSG00000030987	-1.499481
ENSMUSG00000042625	-3.028747
ENSMUSG00000021929	-1.9961592
ENSMUSG00000021338	-1.5455221
ENSMUSG00000028647	-1.7751515
ENSMUSG00000056851	-3.9500694
ENSMUSG00000000326	-2.3204787
ENSMUSG00000034612	-0.9559591
ENSMUSG00000000127	-2.431329
ENSMUSG00000054428	-1.913727
ENSMUSG00000021725	-1.7810446
ENSMUSG00000037712	-2.5686376
ENSMUSG00000014195	-2.875797
ENSMUSG00000021140	-2.6775475
ENSMUSG00000001985	-0.28588134
ENSMUSG00000038187	-2.7333074
ENSMUSG00000022231	-0.43533888
ENSMUSG00000012535	-3.7927256
ENSMUSG00000038344	-1.8781502
ENSMUSG00000025880	-1.4558765
ENSMUSG00000036550	-2.9911635
ENSMUSG00000029309	-1.5063454
ENSMUSG00000021277	-1.5300304
ENSMUSG00000059263	-3.716456
ENSMUSG00000035247	-3.122659
ENSMUSG00000047866	-2.2436805
ENSMUSG00000061288	-2.4932399
ENSMUSG00000055471	0.3340104
ENSMUSG00000086363	-0.8447213
ENSMUSG00000029478	-3.2845938
ENSMUSG00000047789	-2.099416
ENSMUSG00000039959	-1.1790148
ENSMUSG00000031714	-1.1366652
ENSMUSG00000038369	-3.235455
ENSMUSG00000027184	-2.5770254
ENSMUSG00000026970	-0.6589857
ENSMUSG00000003226	-2.2706597
ENSMUSG00000039470	-1.7227105
ENSMUSG00000058444	-2.1774383
ENSMUSG00000028618	-3.102205
ENSMUSG00000037697	-3.043515
ENSMUSG00000036391	-2.304069
ENSMUSG00000027167	-1.8830464
ENSMUSG00000020111	-2.0128918
ENSMUSG00000042133	-3.549001
ENSMUSG00000005034	-2.6316233
ENSMUSG00000060373	-2.8833687
ENSMUSG00000042249	-1.8246882
ENSMUSG00000109006	-1.6673766
ENSMUSG00000032482	-2.6639287
ENSMUSG00000035441	-1.6792055
ENSMUSG00000067889	-2.6453466
ENSMUSG00000047766	-2.1172974
ENSMUSG00000028134	-3.1681845
ENSMUSG00000050751	-2.5460575
ENSMUSG00000022477	-2.9974344
ENSMUSG00000049659	-2.5651789
ENSMUSG00000090223	-1.7828441
ENSMUSG00000084799	-2.0017865
ENSMUSG00000114937	-1.6058778
ENSMUSG00000070738	-3.1627176
ENSMUSG00000033487	-1.6255774
ENSMUSG00000024975	-2.055045
ENSMUSG00000028552	-2.3813121
ENSMUSG00000027977	-0.0497553
ENSMUSG00000056413	-3.5282657
ENSMUSG00000046447	-1.8835671
ENSMUSG00000027940	-3.2524524
ENSMUSG00000040423	-2.793508
ENSMUSG00000026155	-2.4278245
ENSMUSG00000046449	-1.1079
ENSMUSG00000028106	-2.5380037
ENSMUSG00000032329	-2.8549466
ENSMUSG00000051065	-1.4907182
ENSMUSG00000021133	-2.089623
ENSMUSG00000025246	-1.6742009
ENSMUSG00000042686	-1.3128122
ENSMUSG00000043241	-2.9457555
ENSMUSG00000033632	-1.734663
ENSMUSG00000021262	-2.1419084
ENSMUSG00000022016	-2.8777487
ENSMUSG00000028657	-2.5376778
ENSMUSG00000056268	-2.2431066
ENSMUSG00000027108	-2.8910258
ENSMUSG00000034525	-3.9686198
ENSMUSG00000019194	-2.783314
ENSMUSG00000031153	-2.9718916
ENSMUSG00000037652	-2.9046123
ENSMUSG00000033653	-2.4369452
ENSMUSG00000071337	-3.1824129
ENSMUSG00000034579	-1.8408078
ENSMUSG00000049106	-2.4457548
ENSMUSG00000028830	-2.2481046
ENSMUSG00000047804	-2.4970555
ENSMUSG00000028266	-0.73383224
ENSMUSG00000042228	-1.0286394
ENSMUSG00000017132	-2.3928032
ENSMUSG00000001911	-1.9706964
ENSMUSG00000022403	-2.3475776
ENSMUSG00000031144	-2.9789886
ENSMUSG00000089729	-2.1451366
ENSMUSG00000037857	-2.95554
ENSMUSG00000014164	-2.4492922
ENSMUSG00000071369	-1.1327908
ENSMUSG00000035545	-8.140701
ENSMUSG00000025369	-2.7173455
ENSMUSG00000041729	-2.0535614
ENSMUSG00000040811	-3.488909
ENSMUSG00000024597	-1.9884851
ENSMUSG00000034958	-2.6184056
ENSMUSG00000046329	-2.207921
ENSMUSG00000026353	-2.9978406
ENSMUSG00000022601	-2.045925
ENSMUSG00000020376	-2.6445112
ENSMUSG00000022099	-3.4539633
ENSMUSG00000029544	-1.4136884
ENSMUSG00000040415	-3.2116687
ENSMUSG00000053754	-2.7349968
ENSMUSG00000023827	-2.6227703
ENSMUSG00000034723	-2.1107519
ENSMUSG00000097536	-2.1044834
ENSMUSG00000039233	-3.118557
ENSMUSG00000021549	-2.724781
ENSMUSG00000033499	-3.3624709
ENSMUSG00000027272	-2.5138044
ENSMUSG00000028797	-2.8859382
ENSMUSG00000060487	-0.87236583
ENSMUSG00000030751	-6.2732573
ENSMUSG00000022905	-2.742019
ENSMUSG00000039477	-2.5374534
ENSMUSG00000091476	-1.6133113
ENSMUSG00000042082	-1.5443919
ENSMUSG00000075590	-3.0006592
ENSMUSG00000038780	-1.6523768
ENSMUSG00000029684	-2.935848
ENSMUSG00000031644	-2.627359
ENSMUSG00000028876	-0.4413807
ENSMUSG00000030213	-2.4281757
ENSMUSG00000054693	-2.495919
ENSMUSG00000028637	-1.8935609
ENSMUSG00000028937	-2.9653654
ENSMUSG00000047126	-2.965533
ENSMUSG00000040818	-2.3496594
ENSMUSG00000003153	-1.8847595
ENSMUSG00000034636	-2.7581038
ENSMUSG00000035401	-3.5732846
ENSMUSG00000020589	-1.9378948
ENSMUSG00000085845	-0.5970272
ENSMUSG00000034205	-1.0341536
ENSMUSG00000061411	-2.107656
ENSMUSG00000042105	-2.413323
ENSMUSG00000031703	-2.3513892
ENSMUSG00000030760	-1.7949054
ENSMUSG00000108034	-2.2548413
ENSMUSG00000027499	-1.8764974
ENSMUSG00000002957	-2.3857925
ENSMUSG00000097267	-2.2771447
ENSMUSG00000064210	-1.5982994
ENSMUSG00000039713	-1.6897527
ENSMUSG00000021686	-3.094038
ENSMUSG00000028347	-1.4072545
ENSMUSG00000004936	-2.14169
ENSMUSG00000025810	-0.59526706
ENSMUSG00000032239	-2.0644357
ENSMUSG00000032913	-2.2598608
ENSMUSG00000033060	-1.324229
ENSMUSG00000053395	-1.8329216
ENSMUSG00000028059	-2.6434352
ENSMUSG00000024054	-3.0932713
ENSMUSG00000020170	-2.5281487
ENSMUSG00000037625	-3.1274357
ENSMUSG00000034602	-2.955815
ENSMUSG00000018474	-2.128178
ENSMUSG00000021938	-2.8144472
ENSMUSG00000043991	-2.7223766
ENSMUSG00000030180	-2.7435918
ENSMUSG00000110408	-0.7953786
ENSMUSG00000039067	-6.543689
ENSMUSG00000026594	-1.9457698
ENSMUSG00000032355	-0.37177417
ENSMUSG00000026775	-2.7176573
ENSMUSG00000037747	-1.4794703
ENSMUSG00000021973	-2.2578888
ENSMUSG00000021820	-1.9902571
ENSMUSG00000028906	-1.0927453
ENSMUSG00000042050	-2.1769006
ENSMUSG00000039114	-2.0017185
ENSMUSG00000028790	-2.9191706
ENSMUSG00000027223	-4.0640225
ENSMUSG00000034235	-2.601811
ENSMUSG00000114407	-1.078874
ENSMUSG00000022564	-3.3885887
ENSMUSG00000092286	-1.5569776
ENSMUSG00000115363	-0.96444356
ENSMUSG00000062203	-3.2694547
ENSMUSG00000032046	-2.4481158
ENSMUSG00000021147	-2.6493225
ENSMUSG00000026223	-3.048807
ENSMUSG00000024293	-3.665423
ENSMUSG00000062044	-2.7596414
ENSMUSG00000025968	-2.1761992
ENSMUSG00000025531	-3.7742367
ENSMUSG00000020128	-2.1741421
ENSMUSG00000024498	-3.0709243
ENSMUSG00000042182	-1.7554388
ENSMUSG00000024404	-3.2905242
ENSMUSG00000018363	-2.0905106
ENSMUSG00000029472	-3.5850081
ENSMUSG00000041058	-2.0328035
ENSMUSG00000032536	-3.2680287
ENSMUSG00000024091	-3.1806443
ENSMUSG00000057060	-1.3074927
ENSMUSG00000049148	0.18155296
ENSMUSG00000022270	-2.2433743
ENSMUSG00000039270	-2.0656881
ENSMUSG00000025468	-2.7115955
ENSMUSG00000026229	-3.0383623
ENSMUSG00000024817	-2.5862613
ENSMUSG00000035735	-2.1343458
ENSMUSG00000043733	-2.595349
ENSMUSG00000067973	-0.3902888
ENSMUSG00000046079	-2.2021477
ENSMUSG00000015522	-2.7780652
ENSMUSG00000033411	-2.3030064
ENSMUSG00000022517	-2.8636284
ENSMUSG00000037896	-1.7537218
ENSMUSG00000067242	-1.5296596
ENSMUSG00000027770	-3.407122
ENSMUSG00000066306	-3.2790463
ENSMUSG00000019877	-2.9930708
ENSMUSG00000001419	-2.9335384
ENSMUSG00000045975	-0.32191235
ENSMUSG00000061665	-2.8716474
ENSMUSG00000027540	-3.0507576
ENSMUSG00000092625	-2.2211578
ENSMUSG00000075324	-0.16593714
ENSMUSG00000055430	-2.4629898
ENSMUSG00000043340	-1.6235067
ENSMUSG00000038178	-1.9792252
ENSMUSG00000061904	-3.6887314
ENSMUSG00000111627	-0.38336352
ENSMUSG00000110915	-2.0847461
ENSMUSG00000021431	-3.561914
ENSMUSG00000091558	-2.6989508
ENSMUSG00000032481	-2.848059
ENSMUSG00000058569	-2.7501543
ENSMUSG00000001052	-3.3103893
ENSMUSG00000037791	-2.5919993
ENSMUSG00000021130	-1.3854105
ENSMUSG00000027346	-2.3932705
ENSMUSG00000004677	-3.1633856
ENSMUSG00000029804	-2.3755572
ENSMUSG00000022329	-2.0456324
ENSMUSG00000036099	-3.3327847
ENSMUSG00000004071	-2.7647367
ENSMUSG00000025026	-1.7344697
ENSMUSG00000026914	-3.5910387
ENSMUSG00000006273	-3.0329607
ENSMUSG00000020903	-1.9678293
ENSMUSG00000005534	-2.9099398
ENSMUSG00000079048	-0.4665001
ENSMUSG00000028910	-2.5305955
ENSMUSG00000021830	-2.0925288
ENSMUSG00000031442	-2.8197436
ENSMUSG00000026554	-3.7108629
ENSMUSG00000086994	-1.2676724
ENSMUSG00000032497	-2.5688863
ENSMUSG00000055717	-2.895409
ENSMUSG00000021936	-2.6284027
ENSMUSG00000049100	-1.0822299
ENSMUSG00000044042	-0.8237522
ENSMUSG00000030315	-1.4245615
ENSMUSG00000049800	-1.1623272
ENSMUSG00000028434	-1.9148722
ENSMUSG00000038174	-2.4528863
ENSMUSG00000064105	-1.9858778
ENSMUSG00000025103	-2.529627
ENSMUSG00000048271	-3.234746
ENSMUSG00000030068	-1.6199877
ENSMUSG00000025939	-3.0901055
ENSMUSG00000009013	-2.654954
ENSMUSG00000024974	-2.5693486
ENSMUSG00000023021	-2.5675025
ENSMUSG00000062270	-2.514288
ENSMUSG00000062822	-3.0458937
ENSMUSG00000032897	-2.138347
ENSMUSG00000050821	-2.7941086
ENSMUSG00000036112	-2.7921727
ENSMUSG00000039579	-0.13819237
ENSMUSG00000018965	-2.609294
ENSMUSG00000023175	-3.1962214
ENSMUSG00000056091	-1.8591326
ENSMUSG00000029166	-2.6633384
ENSMUSG00000106515	0.33217818
ENSMUSG00000021103	-2.347869
ENSMUSG00000028478	-3.1209946
ENSMUSG00000037894	-3.4712489
ENSMUSG00000006476	-2.6158385
ENSMUSG00000035919	-1.855181
ENSMUSG00000063446	-0.79726833
ENSMUSG00000098051	-2.6023989
ENSMUSG00000022387	-4.5450096
ENSMUSG00000030168	-1.2785823
ENSMUSG00000022353	-1.6629696
ENSMUSG00000110373	-1.2740668
ENSMUSG00000066113	-0.18742137
ENSMUSG00000055116	-1.9284463
ENSMUSG00000002222	-2.1726751
ENSMUSG00000028522	-3.0977507
ENSMUSG00000034171	-2.6042633
ENSMUSG00000025020	-1.197806
ENSMUSG00000025199	-3.3618565
ENSMUSG00000036916	-2.383572
ENSMUSG00000035093	-2.5080328
ENSMUSG00000003814	-3.5060055
ENSMUSG00000020694	-3.679593
ENSMUSG00000008206	-2.3768926
ENSMUSG00000026082	-4.413418
ENSMUSG00000004364	-2.9891725
ENSMUSG00000032435	-3.2891607
ENSMUSG00000021715	-2.3466008
ENSMUSG00000042046	-2.7749853
ENSMUSG00000016346	-2.87858
ENSMUSG00000001576	-2.4466667
ENSMUSG00000007817	-1.38344
ENSMUSG00000019842	-1.5988729
ENSMUSG00000005360	-0.77143985
ENSMUSG00000020024	-2.5353127
ENSMUSG00000024853	-3.1346714
ENSMUSG00000027605	-1.9076884
ENSMUSG00000026836	-1.9090619
ENSMUSG00000059208	-3.3470633
ENSMUSG00000021012	-3.333788
ENSMUSG00000037536	-2.3485065
ENSMUSG00000021870	-2.884629
ENSMUSG00000055239	-2.5154378
ENSMUSG00000058704	-2.6605048
