,Astro_3,Ext_L25,Ext_L6,Oligo_2,Ext_Hpc_1,Inh_Meis2_4,Nb_2,Ext_L23,Inh_Pvalb,Inh_Vip,Ext_L5_1,Inh_4,Ext_Thal_1,Inh_Meis2_3,Ext_Hpc_2,Inh_6,Inh_3,OPC_1,Micro,Ext_Pir,Astro_0,Unk_1,Ext_Hpc_3,Ext_Amy_2,Inh_Lamp5,Inh_2,Ext_Unk_3,Ext_Hpc_4,Ext_L6B,Astro_2,LowQ_2,Ext_Thal_2,Inh_Sst,Ext_Amy_1,Inh_1,Ext_L5_2,Ext_L56,Inh_5,Ext_ClauPyr,Oligo_1,Astro_4,Astro_1,Inh_Meis2_2,Nb_1,Inh_Meis2_1,OPC_2
Spotx945,2264.0,0.0,0.0,0.0,0.0,9125.0,0.0,0.0,0.0,0.0,54554.0,0.0,0.0,12775.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.0,0.0,0.0,0.0,0.0,0.0,58477.0,0.0,0.0,5198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2773.0,0.0,0.0,0.0,3960.0,0.0
Spotx946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39530.0,0.0,0.0,0.0,0.0,16669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6338.0,0.0,0.0,0.0,3598.0,0.0
Spotx947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17492.0,0.0,0.0,0.0,0.0,11232.0,0.0,0.0,0.0,0.0,0.0,0.0,1836.0,0.0,0.0,0.0,0.0,0.0,9198.0,8724.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,0.0,0.0,10798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,0.0
Spotx949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18830.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.0,0.0,0.0,0.0,0.0,0.0,27227.0,0.0,15904.0,0.0,0.0,0.0,0.0,0.0,5588.0,0.0,0.0,0.0,0.0,0.0,2404.0,0.0,0.0,0.0,0.0,0.0
Spotx950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5208.0,0.0,0.0,0.0,0.0,39678.0,0.0,1878.0,9852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12659.0,9701.0,0.0,9593.0,0.0,0.0,0.0,0.0,0.0,0.0,5230.0,11936.0,0.0,0.0,0.0,0.0,6873.0,0.0,0.0,0.0
Spotx951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177.0,2418.0,0.0,0.0,0.0,0.0,0.0
Spotx952,0.0,0.0,16212.0,0.0,0.0,0.0,0.0,0.0,38437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10764.0,0.0,0.0,0.0,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx953,0.0,0.0,0.0,0.0,28312.0,0.0,0.0,0.0,18812.0,0.0,0.0,0.0,0.0,18354.0,0.0,3323.0,0.0,10457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23277.0,0.0,24199.0,2590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.0,0.0,0.0,0.0,0.0,0.0
Spotx954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341.0,0.0,0.0,0.0,0.0,36265.0,0.0,7760.0,0.0,0.0,2594.0,0.0,2169.0,0.0,0.0,0.0,0.0,0.0,13514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.0,0.0,0.0,0.0,0.0,0.0
Spotx955,0.0,0.0,7816.0,0.0,0.0,0.0,0.0,31682.0,0.0,0.0,0.0,0.0,0.0,5142.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,0.0,0.0,0.0,0.0,0.0,14547.0,0.0,0.0,2522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921.0,0.0,0.0,0.0,3122.0,0.0
Spotx956,0.0,5936.0,0.0,0.0,0.0,0.0,0.0,0.0,11123.0,6019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3146.0,0.0,9544.0,32032.0,0.0,0.0,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6130.0,0.0
Spotx957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22685.0,0.0,0.0,3013.0,0.0,0.0,0.0,9264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3867.0,0.0
Spotx958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7899.0,0.0,0.0,0.0,0.0,31154.0,0.0,0.0,0.0,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32495.0,0.0,0.0,0.0,10874.0,0.0,0.0,0.0,5455.0,0.0,0.0,0.0,0.0,0.0,2616.0,0.0,0.0,0.0,0.0,5320.0
Spotx959,0.0,21308.0,0.0,0.0,0.0,0.0,0.0,0.0,9197.0,0.0,0.0,0.0,12014.0,25867.0,0.0,0.0,0.0,0.0,3490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821.0,0.0,0.0,0.0,3831.0,0.0
Spotx960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15640.0,0.0,0.0,0.0,0.0,10405.0,0.0,0.0,0.0,8965.0,0.0,41239.0,0.0,0.0,0.0,0.0,0.0,0.0,8042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14619.0,0.0,0.0,0.0,0.0,19902.0,0.0,0.0,18174.0,0.0,2482.0,0.0,4329.0,0.0,0.0,0.0,0.0,0.0,12974.0,0.0,0.0,2646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.0,0.0,0.0,0.0,0.0,0.0
Spotx962,0.0,0.0,7912.0,0.0,0.0,0.0,0.0,0.0,16937.0,0.0,0.0,0.0,0.0,18037.0,0.0,0.0,0.0,0.0,5908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30113.0,0.0,0.0,0.0,3639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.0,0.0,0.0,0.0,0.0,0.0
Spotx963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9769.0,0.0,0.0,0.0,0.0,34820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.0,0.0,0.0,0.0,4898.0,0.0
Spotx965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15811.0,0.0,19811.0,0.0,0.0,20618.0,0.0,12931.0,0.0,0.0,6104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12865.0,0.0,0.0,6264.0,0.0,0.0,0.0,0.0,0.0,9204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3691.0,0.0
Spotx966,0.0,5507.0,0.0,0.0,0.0,0.0,3234.0,0.0,5619.0,0.0,0.0,7858.0,0.0,18048.0,0.0,0.0,0.0,0.0,0.0,4374.0,0.0,0.0,0.0,0.0,0.0,0.0,39555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344.0,0.0,0.0,0.0,0.0,0.0,1873.0,0.0,0.0,0.0,0.0,0.0
Spotx967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370.0,7738.0,0.0,0.0,0.0,5301.0,0.0,0.0,8115.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0
Spotx968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6241.0,23164.0,0.0,0.0,0.0,3816.0,0.0,1916.0,0.0,0.0,0.0,0.0,0.0,37760.0,0.0,0.0,4855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4954.0,0.0
Spotx969,0.0,0.0,0.0,0.0,0.0,0.0,5031.0,0.0,17163.0,0.0,0.0,0.0,0.0,16077.0,0.0,3220.0,0.0,0.0,0.0,16904.0,0.0,0.0,0.0,0.0,0.0,0.0,22264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,0.0
Spotx970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42483.0,0.0,0.0,58325.0,0.0,0.0,12304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20287.0,0.0,0.0,5655.0,0.0,0.0,0.0,6974.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.0,0.0,0.0,0.0,0.0,0.0
Spotx971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9276.0,0.0,0.0,0.0,0.0,44923.0,0.0,0.0,0.0,0.0,0.0,0.0,1714.0,0.0,0.0,0.0,0.0,0.0,44202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875.0,0.0,0.0,0.0,0.0,0.0,1137.0,0.0,0.0,0.0,15642.0,0.0
Spotx972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5123.0,0.0,0.0,0.0,0.0,24912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,0.0
Spotx973,2289.0,9447.0,8391.0,0.0,0.0,0.0,2450.0,0.0,5510.0,3756.0,0.0,0.0,0.0,7449.0,0.0,0.0,12680.0,0.0,0.0,7552.0,0.0,0.0,0.0,0.0,0.0,0.0,22752.0,0.0,0.0,2898.0,5429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.0,0.0
Spotx974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14524.0,0.0,0.0,0.0,0.0,26970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4791.0,0.0
Spotx975,0.0,0.0,10053.0,0.0,0.0,0.0,0.0,0.0,29170.0,0.0,0.0,0.0,0.0,12341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4554.0,0.0,0.0,0.0,0.0,16447.0,0.0,0.0,2320.0,0.0,0.0,0.0,0.0,5763.0,0.0,0.0,7104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx976,0.0,0.0,15624.0,0.0,0.0,0.0,0.0,0.0,16095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4378.0,0.0,0.0,0.0,0.0,5938.0,0.0,0.0,0.0,0.0,10659.0,12359.0,0.0,6082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2413.0,0.0
Spotx977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14664.0,0.0,0.0,0.0,0.0,4303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4073.0,0.0,0.0,0.0,0.0,0.0,0.0,29781.0,0.0,0.0,0.0,0.0,0.0,0.0,10111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5702.0,0.0,0.0,0.0,9314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0,0.0
Spotx979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6274.0,0.0,0.0,0.0,0.0,21287.0,0.0,0.0,0.0,0.0,0.0,15846.0,0.0,0.0,0.0,0.0,0.0,9320.0,7221.0,0.0,47325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5853.0,0.0,0.0,0.0,0.0,0.0,46966.0,0.0,0.0,0.0,0.0,0.0,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4911.0,0.0,0.0,0.0,8535.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.0,0.0,0.0,0.0,0.0,0.0
Spotx981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6937.0,0.0,0.0,0.0,0.0,13688.0,0.0,0.0,0.0,0.0,2441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3083.0,0.0,0.0,0.0,0.0,0.0,1716.0,0.0,0.0,0.0,3216.0,0.0
Spotx982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3564.0,0.0,0.0,0.0,0.0,16489.0,5222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18657.0,0.0,0.0,2188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3702.0,0.0,0.0,0.0,0.0,0.0
Spotx984,0.0,0.0,0.0,0.0,9990.0,0.0,0.0,0.0,11123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8972.0,0.0,0.0,0.0,0.0,0.0,25098.0,0.0,11497.0,3163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741.0,0.0,0.0,0.0,0.0,0.0
Spotx985,0.0,0.0,0.0,0.0,0.0,6990.0,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,7930.0,17753.0,16684.0,8714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394.0,0.0,0.0,0.0,0.0,7181.0
Spotx986,0.0,0.0,0.0,0.0,20017.0,0.0,0.0,0.0,12932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3996.0,0.0,0.0,1094.0,0.0,0.0,0.0,2827.0,0.0
Spotx987,0.0,0.0,0.0,0.0,0.0,0.0,1551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13493.0,0.0,0.0,2676.0,0.0,0.0,0.0,5231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10635.0,0.0
Spotx988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9356.0,3856.0,0.0,0.0,0.0,0.0,21172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.0,29393.0,0.0,12027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489.0,0.0,0.0,0.0,0.0,0.0
Spotx989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6469.0,0.0,27013.0,0.0,0.0,17655.0,0.0,0.0,21015.0,7547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24058.0,0.0,54626.0,2675.0,17906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0
Spotx990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27565.0,0.0,0.0,0.0,0.0,0.0,20105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32380.0,3901.0,0.0,3867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0,0.0,0.0,0.0,4898.0,0.0
Spotx991,0.0,14645.0,0.0,0.0,0.0,0.0,0.0,16140.0,9788.0,0.0,47601.0,0.0,0.0,22503.0,0.0,0.0,0.0,0.0,0.0,0.0,2229.0,0.0,0.0,0.0,0.0,0.0,35401.0,0.0,0.0,7950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12789.0,0.0
Spotx992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8627.0,0.0,0.0,0.0,0.0,34784.0,15418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18739.0,0.0,22877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29753.0,0.0,0.0,0.0,0.0,15282.0,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12991.0,0.0,4435.0,0.0,0.0,0.0,0.0,0.0,6460.0,0.0,0.0,5348.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0
Spotx994,0.0,0.0,14477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6989.0,0.0,0.0,0.0,0.0,0.0,9080.0,0.0,5100.0,0.0,0.0,0.0,0.0,44514.0,0.0,0.0,5574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0
Spotx995,0.0,12343.0,0.0,0.0,7444.0,0.0,0.0,0.0,15886.0,0.0,0.0,0.0,0.0,20767.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.0,0.0,0.0,0.0,0.0,0.0,20535.0,0.0,22547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4482.0,0.0
Spotx996,2473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,0.0,0.0,0.0,0.0,0.0,7127.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919.0,3347.0
Spotx997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13070.0,0.0,0.0,0.0,0.0,19663.0,0.0,0.0,0.0,0.0,2776.0,0.0,0.0,0.0,0.0,0.0,0.0,15581.0,31273.0,0.0,0.0,0.0,8643.0,0.0,0.0,0.0,4112.0,10366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17701.0,0.0,0.0,0.0,0.0,22772.0,0.0,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2956.0,0.0,0.0,0.0,0.0,0.0
Spotx1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12407.0,0.0,12049.0,0.0,0.0,0.0,0.0,0.0,0.0,4067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3705.0,0.0
Spotx1001,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,0.0,9876.0,0.0,26769.0,6425.0,0.0,21286.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,42123.0,0.0,0.0,8656.0,16127.0,0.0,0.0,0.0,11729.0,0.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,9086.0,0.0
Spotx1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6621.0,14826.0,0.0,4657.0,0.0,0.0,0.0,0.0,1371.0,0.0,0.0,0.0,0.0,0.0,32563.0,0.0,0.0,2524.0,0.0,0.0,0.0,0.0,3118.0,0.0,0.0,0.0,0.0,0.0,1724.0,0.0,0.0,0.0,0.0,0.0
Spotx1003,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,0.0,6553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27929.0,0.0,0.0,0.0,0.0,0.0,0.0,11726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6811.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0
Spotx1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20498.0,0.0,0.0,0.0,0.0,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1005,3080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31862.0,0.0,0.0,21381.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.0,0.0,0.0,0.0,0.0,0.0,19567.0,0.0,0.0,2469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1006,0.0,0.0,17812.0,0.0,0.0,0.0,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35985.0,0.0,0.0,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6553.0,0.0,0.0,0.0,0.0,17313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0,12182.0,0.0
Spotx1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25891.0,0.0,0.0,0.0,0.0,0.0,18810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.0,0.0,0.0,0.0,0.0,4790.0,0.0,0.0,3049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.0,0.0,0.0,6492.0,0.0,0.0,0.0,0.0
Spotx1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7979.0,0.0,0.0,0.0,0.0,19191.0,0.0,12228.0,8083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16410.0,0.0,0.0,4732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.0,0.0,0.0,0.0,6638.0,0.0
Spotx1010,0.0,0.0,0.0,0.0,0.0,0.0,1266.0,0.0,15248.0,0.0,0.0,0.0,0.0,18162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6012.0,0.0
Spotx1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15683.0,0.0,11775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30295.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1012,0.0,0.0,0.0,0.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4461.0,0.0,0.0,0.0,0.0,7928.0,0.0,0.0,0.0,0.0,29080.0,0.0,0.0,5713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37316.0,0.0,0.0,10399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4790.0,0.0,0.0,11147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4752.0,4349.0,0.0,0.0,0.0,4791.0,0.0
